5.2,2.6,2.1,0.9,Class_A
4.1,4.4,1.5,1.0,Class_C
8.0,2.1,6.9,1.6,Class_C
4.4,3.1,2.9,1.1,Class_B
5.2,3.2,4.4,1.2,Class_B
4.2,4.2,4.2,0.9,Class_C
5.0,2.4,6.0,0.3,Class_A
5.6,4.2,4.5,0.6,Class_C
6.2,2.1,3.5,1.0,Class_C
7.5,2.7,5.0,0.5,Class_A
7.4,3.9,5.7,1.2,Class_A
6.9,4.4,2.0,1.1,Class_C
6.6,2.3,2.7,1.2,Class_C
7.5,3.1,6.2,2.3,Class_B
6.2,4.1,1.9,1.2,Class_A
7.0,3.8,3.5,1.4,Class_B
5.0,3.7,1.5,2.0,Class_B
4.7,2.6,6.1,1.9,Class_A
6.2,2.5,3.3,1.2,Class_B
6.8,3.3,1.5,1.3,Class_A
7.8,3.2,6.3,1.7,Class_A
5.1,2.4,6.6,0.3,Class_B
4.5,2.5,2.2,1.9,Class_C
4.1,4.3,6.3,1.9,Class_B
5.4,3.2,1.9,0.2,Class_C
4.5,3.4,3.5,2.2,Class_B
4.6,2.4,6.7,0.5,Class_A
4.6,2.3,2.9,1.4,Class_B
5.0,4.0,6.2,1.2,Class_C
5.1,2.5,1.6,2.0,Class_A
6.6,3.9,2.9,1.9,Class_B
4.1,3.4,2.3,2.2,Class_A
6.4,2.6,1.4,0.7,Class_A
7.3,2.9,2.7,1.8,Class_C
5.3,4.1,5.7,1.5,Class_C
6.9,3.4,6.8,2.5,Class_C
7.4,2.6,2.9,1.0,Class_C
6.4,2.7,2.2,1.6,Class_B
4.3,4.0,1.1,2.4,Class_B
5.6,2.8,1.4,1.7,Class_B
7.4,2.6,2.5,0.9,Class_A
5.6,3.6,1.9,1.3,Class_B
5.9,4.3,6.5,0.5,Class_A
4.8,3.5,5.2,1.1,Class_C
4.1,3.0,5.3,2.4,Class_C
7.0,4.1,6.6,2.4,Class_A
5.8,2.8,1.0,1.7,Class_B
5.8,4.1,5.0,2.5,Class_A
6.1,3.2,2.5,2.3,Class_B
6.3,3.9,4.1,1.7,Class_A
4.9,3.9,2.7,0.4,Class_C
4.1,3.1,1.9,0.2,Class_A
7.2,3.7,5.8,2.1,Class_B
4.6,3.0,1.2,1.1,Class_A
5.1,2.9,4.6,1.2,Class_C
5.0,3.6,6.8,2.3,Class_B
4.9,4.2,6.1,2.1,Class_B
6.7,2.7,4.6,1.5,Class_B
6.4,4.4,5.4,1.6,Class_C
5.2,3.7,4.5,1.8,Class_B
4.7,4.3,4.3,1.5,Class_A
5.9,3.2,4.6,1.5,Class_A
7.1,3.1,5.1,0.2,Class_C
4.9,2.8,5.3,0.9,Class_C
6.8,2.6,2.2,1.5,Class_C
6.2,3.2,1.7,1.5,Class_C
5.4,3.6,5.8,1.4,Class_A
7.1,3.9,4.1,1.8,Class_A
4.5,2.8,1.2,0.6,Class_C
4.8,3.4,2.9,0.7,Class_A
6.8,4.1,6.7,2.1,Class_B
7.8,4.4,6.8,0.4,Class_B
7.6,2.3,3.0,0.9,Class_C
6.1,2.9,3.5,0.4,Class_C
7.8,4.4,4.6,0.8,Class_C
7.2,2.4,4.2,0.6,Class_C
6.4,3.1,5.8,2.1,Class_B
6.8,3.4,3.3,1.3,Class_B
